Library_ID	GIS_ID	Library_Prep_Batch	Sequencing_Batch	File_Path	Groups
LIB7912	GISID1	1	1	human/small_RNA/Trimmed/SEQ-Z01-GI/01.RawData/LIB7912	Incomplete_NAFLD_XA
